time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-10-03T02:05:10Z,161,0,0,0,0,0,13926156,1467,10780267,0,0,0,0,0,0,56379,0,0,0,0,0,0,0,539,12,0,123,1,7,33317,0,0,0,0,0, ,0,0,0,0,0,0,56373,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,135,72650776,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,54705,0,1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:06:10Z,161,0,0,0,0,0,14071844,1467,10925955,0,0,0,0,0,0,42890,0,0,0,0,0,0,0,547,12,0,120,1,7,24509,0,0,0,0,0, ,0,0,0,0,0,0,42879,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,71,148,65345208,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,41822,0,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:07:10Z,161,0,0,0,0,0,14198084,1467,11052195,0,0,0,0,0,0,51894,0,0,0,0,0,0,0,557,12,0,118,1,7,33453,0,0,0,0,0, ,0,0,0,0,0,0,51885,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,80,159,57143688,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,50952,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:08:10Z,161,0,0,0,0,0,14359188,1467,11213299,0,0,0,0,0,0,58163,0,0,0,0,0,0,0,565,12,0,114,1,7,39269,0,0,0,0,0, ,0,0,0,0,0,0,58152,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,158,70435920,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,56988,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:09:10Z,161,0,0,0,0,0,14485868,1467,11339979,0,0,0,0,0,0,43418,0,0,0,0,0,0,0,571,12,0,111,1,7,27538,0,0,0,0,0, ,0,0,0,0,0,0,43409,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,58,119,71176664,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,42532,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:10:10Z,161,0,0,0,0,0,14753852,1467,11607963,0,0,0,0,0,0,73313,0,0,0,0,0,0,0,587,13,0,107,1,6,47153,0,0,0,0,0, ,0,0,0,0,0,0,73296,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,93,185,67263128,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,71607,0,1632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:11:10Z,161,0,0,0,0,0,14873916,1467,11728027,0,0,0,0,0,0,41881,0,0,0,0,0,0,0,595,13,0,103,1,6,27421,0,0,0,0,0, ,0,0,0,0,0,0,41870,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,146,83445056,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,40951,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:12:10Z,161,0,0,0,0,0,15023452,1467,11877563,0,0,0,0,0,0,45243,0,0,0,0,0,0,0,606,13,0,102,1,6,30093,0,0,0,0,0, ,0,0,0,0,0,0,45240,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,69,131,89130488,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,44428,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:13:10Z,161,0,0,0,0,0,15115780,1467,11969891,0,0,0,0,0,0,42634,0,0,0,0,0,0,0,609,13,0,95,1,6,24796,0,0,0,0,0, ,0,0,0,0,0,0,42614,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,126,100789936,-1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,41483,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:14:10Z,161,0,0,0,0,0,15183764,1467,12037875,0,0,0,0,0,0,34111,0,0,0,0,0,0,0,613,13,0,92,1,6,16010,0,0,0,0,0, ,0,0,0,0,0,0,34099,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,86,158,65872824,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,33239,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:15:10Z,161,0,0,0,0,0,15251284,1467,12105395,0,0,0,0,0,0,30242,0,0,0,0,0,0,0,616,13,0,88,1,6,13552,0,0,0,0,0, ,0,0,0,0,0,0,30224,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,72,138,62048392,-1,0,0,0,0,0,0,0,0,0,0,3,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,29344,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:16:10Z,161,0,0,0,0,0,15269820,1467,12123931,0,0,0,0,0,0,24358,0,0,0,0,0,0,0,614,13,0,82,1,6,9506,0,0,0,0,0, ,0,0,0,0,0,0,24341,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,130,93680552,-1,0,0,0,0,0,0,0,0,0,0,2,0,6,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,23745,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:17:10Z,161,0,0,0,0,0,15315676,1467,12169787,0,0,0,0,0,0,20212,0,0,0,0,0,0,0,616,13,0,78,1,6,9176,0,0,0,0,0, ,0,0,0,0,0,0,20202,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,97,99018808,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,19760,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:18:10Z,161,0,0,0,0,0,15353244,1467,12207355,0,0,0,0,0,0,21494,0,0,0,0,0,0,0,618,13,0,74,1,6,10693,0,0,0,0,0, ,0,0,0,0,0,0,21480,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,61,102,49899104,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,20999,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:19:10Z,161,0,0,0,0,0,15348348,1467,12202459,0,0,0,0,0,0,15043,0,0,0,0,0,0,0,617,13,0,70,1,6,8373,0,0,0,0,0, ,0,0,0,0,0,0,15031,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,68,67428336,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,14681,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:20:10Z,161,0,0,0,0,0,15352700,1467,12206811,0,0,0,0,0,0,19153,0,0,0,0,0,0,0,618,13,0,66,1,6,10354,0,0,0,0,0, ,0,0,0,0,0,0,19136,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,102,61003840,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,18687,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:21:10Z,161,0,0,0,0,0,15420396,1467,12274507,0,0,0,0,0,0,22207,0,0,0,0,0,0,0,621,13,0,63,1,6,10649,0,0,0,0,0, ,0,0,0,0,0,0,22199,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,124,78701096,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,21683,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:22:10Z,161,0,0,0,0,0,15379700,1467,12233811,0,0,0,0,0,0,22927,0,0,0,0,0,0,0,618,13,0,57,1,6,10213,0,0,0,0,0, ,0,0,0,0,0,0,22901,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,147,88186592,-1,0,0,0,0,0,0,0,0,0,0,2,0,6,0,400,0,16,0,800,0,0,0,0,0,0,0,0,0,0,22456,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:23:10Z,161,0,0,0,0,0,15371900,1467,12226011,0,0,0,0,0,0,23312,0,0,0,0,0,0,0,619,13,0,53,1,6,8276,0,0,0,0,0, ,0,0,0,0,0,0,23301,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,74,129,51289176,-1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,22880,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:24:10Z,161,0,0,0,0,0,15356204,1467,12210315,0,0,0,0,0,0,17982,0,0,0,0,0,0,0,619,14,0,49,1,6,6165,0,0,0,0,0, ,0,0,0,0,0,0,17962,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,104,60241400,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,17550,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:25:10Z,161,0,0,0,0,0,15361908,1467,12216019,0,0,0,0,0,0,22151,0,0,0,0,0,0,0,618,14,0,42,1,6,7217,0,0,0,0,0, ,0,0,0,0,0,0,22130,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,138,77349664,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,21485,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:26:10Z,161,0,0,0,0,0,15377156,1467,12231267,0,0,0,0,0,0,25816,0,0,0,0,0,0,0,620,14,0,38,1,6,7891,0,0,0,0,0, ,0,0,0,0,0,0,25800,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,92,159,60863240,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,25201,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:27:10Z,161,0,0,0,0,0,15383444,1467,12237555,0,0,0,0,0,0,23304,0,0,0,0,0,0,0,621,14,0,33,1,6,6797,0,0,0,0,0, ,0,0,0,0,0,0,23288,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,147,71940976,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,22703,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:28:10Z,161,0,0,0,0,0,15388876,1467,12242987,0,0,0,0,0,0,19659,0,0,0,0,0,0,0,624,14,0,28,1,6,6380,0,0,0,0,0, ,0,0,0,0,0,0,19643,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,132,70874472,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,19196,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:29:10Z,161,0,0,0,0,0,15358908,1467,12213019,0,0,0,0,0,0,18856,0,0,0,0,0,0,0,623,14,0,23,1,6,6522,0,0,0,0,0, ,0,0,0,0,0,0,18838,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,66,123,67165296,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,350,0,14,0,700,0,0,0,0,0,0,0,0,0,0,18358,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:30:10Z,161,0,0,0,0,0,15397828,1467,12251939,0,0,0,0,0,0,23257,0,0,0,0,0,0,0,624,14,0,19,1,6,10687,0,0,0,0,0, ,0,0,0,0,0,0,23243,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,97,86387816,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,22707,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:31:10Z,161,0,0,0,0,0,15397028,1467,12251139,0,0,0,0,0,0,27167,0,0,0,0,0,0,0,625,14,0,14,1,6,10868,0,0,0,0,0, ,0,0,0,0,0,0,27150,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,81,136,50848960,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,26680,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:32:10Z,161,0,0,0,0,0,15461444,1467,12315555,0,0,0,0,0,0,27799,0,0,0,0,0,0,0,630,14,0,10,1,6,8482,0,0,0,0,0, ,0,0,0,0,0,0,27786,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,177,78611624,-1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,27174,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:33:10Z,161,0,0,0,0,0,15446116,1467,12300227,0,0,0,0,0,0,28606,0,0,0,0,0,0,0,630,14,0,6,1,6,8406,0,0,0,0,0, ,0,0,0,0,0,0,28588,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,184,78759968,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,28223,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-03T02:34:10Z,161,0,0,0,0,0,15484956,1467,12339067,0,0,0,0,0,0,21280,0,0,0,0,0,0,0,631,14,0,2,1,6,7314,0,0,0,0,0, ,0,0,0,0,0,0,21270,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506995110551,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,211,78,145,54595480,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,20730,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
